0.000000000000000000e+00,1.058033461255267183e-07,2.009999999999976250e+00
9.256858490610586632e-03,1.058054127590364537e-07,2.009999999999906084e+00
1.851371698122117326e-02,1.058082460142128117e-07,2.010000000000056630e+00
2.777057547183175990e-02,1.058076630288394324e-07,2.010000000000013554e+00
3.702743396244234653e-02,1.058079194948196418e-07,2.009999999999938058e+00
4.628429245305293316e-02,1.058156121046589490e-07,2.010000000000035758e+00
5.554115094366351979e-02,1.058132405484691921e-07,2.009999999999989129e+00
6.479800943427410642e-02,1.058217385015646259e-07,2.009999999999944720e+00
7.405486792488469305e-02,1.058217460280291256e-07,2.009999999999935838e+00
8.331172641549527969e-02,1.058307687931178132e-07,2.010000000000045972e+00
9.256858490610586632e-02,1.058309952305463390e-07,2.010000000000017550e+00
1.018254433967164529e-01,1.058422553388519713e-07,2.009999999999991349e+00
1.110823018873270396e-01,1.058435474988348841e-07,2.009999999999994458e+00
1.203391603779376262e-01,1.058521014796305630e-07,2.009999999999994902e+00
1.295960188685482128e-01,1.058627815764956923e-07,2.009999999999929621e+00
1.388528773591587995e-01,1.058653713697535962e-07,2.009999999999986020e+00
1.481097358497693861e-01,1.058760628718877273e-07,2.009999999999939835e+00
1.573665943403799727e-01,1.058886056467431652e-07,2.009999999999982911e+00
1.666234528309905594e-01,1.058931848865309801e-07,2.010000000000061959e+00
1.758803113216011460e-01,1.059038015057929124e-07,2.009999999999952713e+00
1.851371698122117326e-01,1.059179976378239867e-07,2.010000000000018883e+00
1.943940283028223193e-01,1.059288757829868720e-07,2.010000000000059295e+00
2.036508867934329059e-01,1.059363895224598858e-07,2.009999999999937614e+00
2.129077452840434925e-01,1.059500393691344454e-07,2.009999999999939835e+00
2.221646037746540792e-01,1.059658705453267356e-07,2.010000000000025100e+00
2.314214622652646658e-01,1.059803398794459325e-07,2.009999999999930509e+00
2.406783207558752524e-01,1.059903984559177596e-07,2.010000000000000231e+00
2.499351792464858391e-01,1.060036736489455633e-07,2.010000000000017550e+00
2.591920377370964257e-01,1.060208283948492440e-07,2.009999999999947828e+00
2.684488962277070123e-01,1.060395619456885398e-07,2.009999999999977138e+00
2.777057547183175990e-01,1.060559245614864105e-07,2.010000000000053078e+00
2.869626132089281856e-01,1.060692173166886930e-07,2.010000000000043308e+00
2.962194716995387722e-01,1.060847497911947778e-07,2.010000000000023768e+00
3.054763301901493588e-01,1.061052924626733344e-07,2.009999999999987796e+00
3.147331886807599455e-01,1.061267797585875407e-07,2.009999999999996678e+00
3.239900471713705321e-01,1.061452863950729819e-07,2.010000000000029985e+00
3.332469056619811187e-01,1.061617307484405568e-07,2.010000000000025544e+00
3.425037641525917054e-01,1.061799023894342141e-07,2.010000000000065068e+00
3.517606226432022920e-01,1.062015333203060785e-07,2.009999999999962927e+00
3.610174811338128786e-01,1.062241201565902107e-07,2.009999999999962927e+00
3.702743396244234653e-01,1.062485955104708120e-07,2.009999999999999343e+00
3.795311981150340519e-01,1.062720342833434309e-07,2.010000000000003340e+00
3.887880566056446385e-01,1.062931137982132080e-07,2.009999999999936282e+00
3.980449150962552252e-01,1.063138945483437133e-07,2.010000000000017106e+00
4.073017735868658118e-01,1.063366709873645636e-07,2.010000000000072173e+00
4.165586320774763984e-01,1.063621825509587959e-07,2.009999999999930065e+00
4.258154905680869851e-01,1.063887403815756344e-07,2.009999999999931841e+00
4.350723490586975717e-01,1.064162740639287987e-07,2.009999999999951381e+00
4.443292075493081583e-01,1.064445655829521303e-07,2.010000000000062848e+00
4.535860660399187450e-01,1.064711692602698571e-07,2.009999999999990461e+00
4.628429245305293316e-01,1.064966141520195111e-07,2.009999999999943832e+00
4.720997830211399182e-01,1.065223629307379430e-07,2.009999999999994902e+00
4.813566415117505048e-01,1.065498124733358852e-07,2.010000000000060627e+00
4.906135000023610915e-01,1.065794842097910555e-07,2.009999999999980691e+00
4.998703584929716781e-01,1.066105682116227865e-07,2.009999999999956710e+00
5.091272169835823203e-01,1.066416883094648797e-07,2.010000000000057963e+00
5.183840754741928514e-01,1.066746735301197248e-07,2.010000000000043752e+00
5.276409339648033825e-01,1.067073537316429597e-07,2.009999999999933618e+00
5.368977924554140246e-01,1.067388751920970374e-07,2.010000000000045528e+00
5.461546509460246668e-01,1.067697128721173747e-07,2.010000000000043308e+00
5.554115094366351979e-01,1.068008512746710863e-07,2.009999999999959819e+00
5.646683679272457290e-01,1.068332284019850890e-07,2.010000000000047304e+00
5.739252264178563712e-01,1.068673725089490632e-07,2.010000000000056630e+00
5.831820849084670133e-01,1.069032047204438203e-07,2.009999999999966480e+00
5.924389433990775444e-01,1.069398413334520119e-07,2.010000000000063292e+00
6.016958018896880755e-01,1.069766394954913709e-07,2.010000000000013110e+00
6.109526603802987177e-01,1.070151631218134407e-07,2.009999999999960263e+00
6.202095188709093598e-01,1.070537718694196741e-07,2.009999999999930953e+00
6.294663773615198910e-01,1.070917149115848767e-07,2.010000000000018883e+00
6.387232358521304221e-01,1.071290878817168724e-07,2.009999999999958042e+00
6.479800943427410642e-01,1.071686313073208213e-07,2.010000000000051301e+00
6.572369528333517064e-01,1.072067252949417659e-07,2.009999999999995346e+00
6.664938113239622375e-01,1.072452171328693450e-07,2.010000000000102816e+00
6.757506698145727686e-01,1.072846529399029026e-07,2.010000000000097042e+00
6.850075283051834107e-01,1.073254465363183854e-07,2.010000000000002895e+00
6.942643867957940529e-01,1.073677168044042815e-07,2.009999999999980247e+00
7.035212452864045840e-01,1.074101204048065801e-07,2.009999999999984244e+00
7.127781037770151151e-01,1.074539665286584083e-07,2.010000000000007780e+00
7.220349622676257573e-01,1.074987351136445247e-07,2.010000000000053522e+00
7.312918207582363994e-01,1.075436665913496260e-07,2.010000000000065512e+00
7.405486792488469305e-01,1.075896375334468904e-07,2.010000000000045972e+00
7.498055377394574617e-01,1.076367734958608397e-07,2.010000000000069509e+00
7.590623962300681038e-01,1.076840506209887017e-07,2.009999999999956710e+00
7.683192547206787459e-01,1.077310704618723517e-07,2.009999999999930953e+00
7.775761132112892771e-01,1.077778130448351056e-07,2.009999999999954934e+00
7.868329717018998082e-01,1.078245684357683244e-07,2.009999999999973586e+00
7.960898301925104503e-01,1.078716724467476784e-07,2.010000000000079723e+00
8.053466886831210925e-01,1.079194928172389072e-07,2.010000000000081499e+00
8.146035471737316236e-01,1.079683419051058939e-07,2.010000000000122355e+00
8.238604056643421547e-01,1.080184199070859349e-07,2.010000000000017994e+00
8.331172641549527969e-01,1.080697367211655415e-07,2.010000000000085940e+00
8.423741226455634390e-01,1.081221556424859652e-07,2.009999999999996678e+00
8.516309811361739701e-01,1.081753365362198474e-07,2.009999999999935394e+00
8.608878396267845012e-01,1.082286966984184143e-07,2.010000000000044640e+00
8.701446981173951434e-01,1.082829459986647917e-07,2.010000000000028653e+00
8.794015566080057855e-01,1.083384145602118881e-07,2.010000000000014442e+00
8.886584150986163166e-01,1.083943661674670712e-07,2.009999999999976250e+00
8.979152735892268478e-01,1.084487917844788528e-07,2.010000000000021103e+00
9.071721320798374899e-01,1.085059456597685653e-07,2.009999999999988241e+00
9.164289905704481320e-01,1.085631612943199865e-07,2.009999999999938058e+00
9.256858490610586632e-01,1.086203519705704711e-07,2.009999999999980247e+00
9.349427075516691943e-01,1.086775985356962066e-07,2.009999999999946052e+00
9.441995660422798364e-01,1.087350819438703495e-07,2.010000000000049969e+00
9.534564245328904786e-01,1.087930283817172332e-07,2.009999999999833697e+00
9.627132830235010097e-01,1.088516851556861741e-07,2.010000000000182752e+00
9.719701415141115408e-01,1.089112111537593624e-07,2.010000000000180531e+00
9.812270000047221830e-01,1.089717793026570319e-07,2.010000000000166764e+00
9.904838584953328251e-01,1.090334627431221376e-07,2.010000000000033094e+00
9.997407169859433562e-01,1.090962529809950730e-07,2.010000000000079723e+00
1.008997575476553887e+00,1.091600452753585631e-07,2.010000000000060183e+00
1.018254433967164641e+00,1.092246173108576380e-07,2.010000000000037534e+00
1.027511292457775172e+00,1.092896537834008476e-07,2.009999999999946496e+00
1.036768150948385703e+00,1.093550812456448005e-07,2.009999999999989573e+00
1.046025009438996234e+00,1.094218498174171088e-07,2.009999999999965592e+00
1.055281867929606765e+00,1.094895170432473760e-07,2.010000000000000231e+00
1.064538726420217518e+00,1.095576764319371822e-07,2.010000000000071729e+00
1.073795584910828049e+00,1.096261072338102460e-07,2.009999999999986020e+00
1.083052443401438580e+00,1.096938417239376013e-07,2.010000000000010889e+00
1.092309301892049334e+00,1.097637266480853175e-07,2.009999999999974030e+00
1.101566160382659865e+00,1.098338222993706981e-07,2.010000000000070397e+00
1.110823018873270396e+00,1.099041279369394464e-07,2.009999999999962927e+00
1.120079877363880927e+00,1.099747157213455685e-07,2.010000000000002007e+00
1.129336735854491458e+00,1.100457019900375384e-07,2.009999999999966480e+00
1.138593594345102211e+00,1.101172263751682882e-07,2.010000000000070397e+00
1.147850452835712742e+00,1.101894352505356148e-07,2.009999999999932285e+00
1.157107311326323273e+00,1.102624622078312266e-07,2.009999999999931841e+00
1.166364169816934027e+00,1.103364188445190961e-07,2.009999999999941611e+00
1.175621028307544558e+00,1.104113893418252976e-07,2.009999999999898534e+00
1.184877886798155089e+00,1.104874057187379113e-07,2.009999999999831921e+00
1.194134745288765620e+00,1.105644607387719302e-07,2.010000000000123244e+00
1.203391603779376151e+00,1.106424971318623788e-07,2.010000000000047304e+00
1.212648462269986904e+00,1.107214066399936035e-07,2.010000000000047304e+00
1.221905320760597435e+00,1.108010201048932982e-07,2.010000000000020215e+00
1.231162179251207967e+00,1.108811166656957227e-07,2.009999999999979359e+00
1.240419037741818720e+00,1.109617790032818063e-07,2.009999999999945608e+00
1.249675896232429251e+00,1.110424581637810629e-07,2.009999999999986908e+00
1.258932754723039782e+00,1.111246441719860461e-07,2.010000000000016218e+00
1.268189613213650313e+00,1.112076441033820831e-07,2.010000000000041531e+00
1.277446471704260844e+00,1.112918800900394465e-07,2.010000000000032649e+00
1.286703330194871597e+00,1.113769877759662720e-07,2.010000000000021103e+00
1.295960188685482128e+00,1.114627224186479079e-07,2.009999999999946940e+00
1.305217047176092660e+00,1.115489356830866541e-07,2.009999999999958931e+00
1.314473905666703413e+00,1.116355357232145596e-07,2.010000000000008225e+00
