0.000000000000000000e+00,1.251196383278328980e-06
9.187886721053199063e-03,1.251238236243568751e-06
1.837577344210639813e-02,1.251291761442089642e-06
2.756366016315959719e-02,1.251232991178237661e-06
3.675154688421279625e-02,1.251298773071927799e-06
4.593943360526599184e-02,1.251289033552793940e-06
5.512732032631919438e-02,1.251433429344735873e-06
6.431520704737239691e-02,1.251305549724748389e-06
7.350309376842559250e-02,1.251517738873188027e-06
8.269098048947878810e-02,1.251475394369388634e-06
9.187886721053198369e-02,1.251586498886244592e-06
1.010667539315851932e-01,1.251597606180191022e-06
1.102546406526383888e-01,1.251659428555915574e-06
1.194425273736915843e-01,1.251850517320869844e-06
1.286304140947447938e-01,1.251840397457822290e-06
1.378183008157979894e-01,1.251950705534636238e-06
1.470061875368511850e-01,1.252116234346593245e-06
1.561940742579043806e-01,1.252088629787152575e-06
1.653819609789575762e-01,1.252221774918247933e-06
1.745698477000107718e-01,1.252428649882300350e-06
1.837577344210639674e-01,1.252541348365416721e-06
1.929456211421171907e-01,1.252546771906775255e-06
2.021335078631703863e-01,1.252752135864358166e-06
2.113213945842235819e-01,1.252955012455756641e-06
2.205092813052767775e-01,1.253103948853880619e-06
2.296971680263299731e-01,1.253147840338909338e-06
2.388850547473831687e-01,1.253354997312390255e-06
2.480729414684363643e-01,1.253519608792423805e-06
2.572608281894895876e-01,1.253753423751701390e-06
2.664487149105427832e-01,1.253928131739373844e-06
2.756366016315959788e-01,1.254023660535948494e-06
2.848244883526491744e-01,1.254183798907065651e-06
2.940123750737023700e-01,1.254438872315282802e-06
3.032002617947555656e-01,1.254738083922233597e-06
3.123881485158087612e-01,1.254909545817834500e-06
3.215760352368619568e-01,1.255049002471138927e-06
3.307639219579151524e-01,1.255241787139250026e-06
3.399518086789683480e-01,1.255498762781236535e-06
3.491396954000215436e-01,1.255757100896600606e-06
3.583275821210747392e-01,1.256045468423151931e-06
3.675154688421279348e-01,1.256272892089362897e-06
3.767033555631811859e-01,1.256551602899652063e-06
3.858912422842343815e-01,1.256710117821937620e-06
3.950791290052875770e-01,1.256965456883429575e-06
4.042670157263407726e-01,1.257290023513824091e-06
4.134549024473939682e-01,1.257592131096111956e-06
4.226427891684471638e-01,1.257928641318169804e-06
4.318306758895003594e-01,1.258229336315899228e-06
4.410185626105535550e-01,1.258484775729794522e-06
4.502064493316067506e-01,1.258727158789775171e-06
4.593943360526599462e-01,1.258993630699248686e-06
4.685822227737131418e-01,1.259351229594222804e-06
4.777701094947663374e-01,1.259704402541100811e-06
4.869579962158195330e-01,1.260052221782098575e-06
4.961458829368727286e-01,1.260432513950828075e-06
5.053337696579259797e-01,1.260808472566391967e-06
5.145216563789791753e-01,1.261150330435165843e-06
5.237095431000323709e-01,1.261465619565412937e-06
5.328974298210855665e-01,1.261777122376824155e-06
5.420853165421387621e-01,1.262107979082153929e-06
5.512732032631919576e-01,1.262472068443042792e-06
5.604610899842451532e-01,1.262868221952200383e-06
5.696489767052983488e-01,1.263277179510013947e-06
5.788368634263515444e-01,1.263682481851788134e-06
5.880247501474047400e-01,1.264203330773797116e-06
5.972126368684579356e-01,1.264644851605403983e-06
6.064005235895111312e-01,1.265014993308349457e-06
6.155884103105643268e-01,1.265407365649137169e-06
6.247762970316175224e-01,1.265792398412421160e-06
6.339641837526707180e-01,1.266185457890687247e-06
6.431520704737239136e-01,1.266625111826692305e-06
6.523399571947771092e-01,1.267071143839103389e-06
6.615278439158303048e-01,1.267542057421143435e-06
6.707157306368835004e-01,1.268026024007593157e-06
6.799036173579366960e-01,1.268503730002497888e-06
6.890915040789898915e-01,1.269006075758492125e-06
6.982793908000430871e-01,1.269520871038144526e-06
7.074672775210962827e-01,1.270026329493310740e-06
7.166551642421494783e-01,1.270516045389463232e-06
7.258430509632026739e-01,1.270993130389755487e-06
7.350309376842558695e-01,1.271465717880381128e-06
7.442188244053091761e-01,1.271983029653500545e-06
7.534067111263623717e-01,1.272479565975765630e-06
7.625945978474155673e-01,1.272996358581342271e-06
7.717824845684687629e-01,1.273535606824208536e-06
7.809703712895219585e-01,1.274094745674213771e-06
7.901582580105751541e-01,1.274665970377821439e-06
7.993461447316283497e-01,1.275236024691167773e-06
8.085340314526815453e-01,1.275815472762835475e-06
8.177219181737347409e-01,1.276417908806183856e-06
8.269098048947879365e-01,1.277023238668509560e-06
8.360976916158411321e-01,1.277621538262741622e-06
8.452855783368943277e-01,1.278210175049666050e-06
8.544734650579475232e-01,1.278791284115251198e-06
8.636613517790007188e-01,1.279369755129872450e-06
8.728492385000539144e-01,1.279951644573738777e-06
8.820371252211071100e-01,1.280542940703605257e-06
8.912250119421603056e-01,1.281148620349478043e-06
9.004128986632135012e-01,1.281771945504620868e-06
9.096007853842666968e-01,1.282413955760741367e-06
9.187886721053198924e-01,1.283059621612782178e-06
9.279765588263730880e-01,1.283717053077709992e-06
9.371644455474262836e-01,1.284391111760704390e-06
9.463523322684794792e-01,1.285077417876808396e-06
9.555402189895326748e-01,1.285841145685043934e-06
9.647281057105858704e-01,1.286515693098361862e-06
9.739159924316390660e-01,1.287226702612580177e-06
