1.867499999999999938e+00,9.031703139686209081e-01
2.102171717171716914e+00,7.643233968514534515e-01
2.336843434343434112e+00,6.854763615799356336e-01
2.571515151515151310e+00,6.303117261268370575e-01
2.806186868686868507e+00,5.874941274612753839e-01
3.040858585858585705e+00,5.522837537781850603e-01
3.275530303030302903e+00,5.223012457447405721e-01
3.510202020202020101e+00,4.961855349155800399e-01
3.744873737373737299e+00,4.730778639331160718e-01
3.979545454545454497e+00,4.523945376157840204e-01
4.214217171717171695e+00,4.337157486158401687e-01
4.448888888888888893e+00,4.167263043882958873e-01
4.683560606060606091e+00,4.011816478963494137e-01
4.918232323232323289e+00,3.868871349357855260e-01
5.152904040404040487e+00,3.736847111525481435e-01
5.387575757575757684e+00,3.614439540035680465e-01
5.622247474747474882e+00,3.500558175618087020e-01
5.856919191919192080e+00,3.394281236823677994e-01
6.091590909090909278e+00,3.294822241506097371e-01
6.326262626262626476e+00,3.201504736665065076e-01
6.560934343434343674e+00,3.113742801048912101e-01
6.795606060606060872e+00,3.031025757365330975e-01
7.030277777777778070e+00,2.952906018357973617e-01
7.264949494949495268e+00,2.878989308013428783e-01
7.499621212121212466e+00,2.808926711047712299e-01
7.734292929292929664e+00,2.742408148959190051e-01
7.968964646464646862e+00,2.679156982558998368e-01
8.203636363636364948e+00,2.618925513460275134e-01
8.438308080808081257e+00,2.561491209742803865e-01
8.672979797979799343e+00,2.506653519945116759e-01
8.907651515151515653e+00,2.454231168680715003e-01
9.142323232323233739e+00,2.404059849276907745e-01
9.376994949494950049e+00,2.355990245780335834e-01
9.611666666666668135e+00,2.309886329805423133e-01
9.846338383838384445e+00,2.265623887968448713e-01
1.008101010101010075e+01,2.223089243747738419e-01
1.031568181818181884e+01,2.182178144078759097e-01
1.055035353535353693e+01,2.142794786047803046e-01
1.078502525252525324e+01,2.104850963384458096e-01
1.101969696969696955e+01,2.068265315618469935e-01
1.125436868686868763e+01,2.032962665657193080e-01
1.148904040404040572e+01,1.998873433734505434e-01
1.172371212121212203e+01,1.965933117548059605e-01
1.195838383838383834e+01,1.934081829942337905e-01
1.219305555555555642e+01,1.903263886769501478e-01
1.242772727272727451e+01,1.873427438631423969e-01
1.266239898989899082e+01,1.844524141097204917e-01
1.289707070707070713e+01,1.816508858747738209e-01
1.313174242424242522e+01,1.789339399032454925e-01
1.336641414141414330e+01,1.762976272463932792e-01
1.360108585858585961e+01,1.737382476134221865e-01
1.383575757575757592e+01,1.712523297927318333e-01
1.407042929292929401e+01,1.688366139138894051e-01
1.430510101010101209e+01,1.664880353497645571e-01
1.453977272727272840e+01,1.642037100833911578e-01
1.477444444444444471e+01,1.619809213851483021e-01
1.500911616161616280e+01,1.598171076642776467e-01
1.524378787878788089e+01,1.577098513749553288e-01
1.547845959595959719e+01,1.556568688707151427e-01
1.571313131313131350e+01,1.536560011133515369e-01
1.594780303030303159e+01,1.517052051528668399e-01
1.618247474747474968e+01,1.498025463042282901e-01
1.641714646464646776e+01,1.479461909549566467e-01
1.665181818181818230e+01,1.461343999444340847e-01
1.688648989898990038e+01,1.443655224623433542e-01
1.712116161616161847e+01,1.426379904188834480e-01
1.735583333333333655e+01,1.409503132445645568e-01
1.759050505050505109e+01,1.393010730814458198e-01
1.782517676767676917e+01,1.376889203316574162e-01
1.805984848484848726e+01,1.361125695323888718e-01
1.829452020202020179e+01,1.345707955295634972e-01
1.852919191919191988e+01,1.330624299250189602e-01
1.876386363636363797e+01,1.315863577745753354e-01
1.899853535353535605e+01,1.301415145163492826e-01
1.923320707070707414e+01,1.287268831106863354e-01
1.946787878787878867e+01,1.273414913747766553e-01
1.970255050505050676e+01,1.259844094965390515e-01
1.993722222222222484e+01,1.246547477137747995e-01
2.017189393939393938e+01,1.233516541458070104e-01
2.040656565656565746e+01,1.220743127659779659e-01
2.064123737373737555e+01,1.208219415043496614e-01
2.087590909090909363e+01,1.195937904708867794e-01
2.111058080808081172e+01,1.183891402902219059e-01
2.134525252525252625e+01,1.172073005398812789e-01
2.157992424242424434e+01,1.160476082844452556e-01
2.181459595959596243e+01,1.149094266988227447e-01
2.204926767676767696e+01,1.137921437743368985e-01
2.228393939393939505e+01,1.126951711017980251e-01
2.251861111111111313e+01,1.116179427262653095e-01
2.275328282828283122e+01,1.105599140685573495e-01
2.298795454545454930e+01,1.095205609089998783e-01
2.322262626262626384e+01,1.084993784292220959e-01
2.345729797979798192e+01,1.074958803081309117e-01
2.369196969696970001e+01,1.065095978685304118e-01
2.392664141414141454e+01,1.055400792710306374e-01
2.416131313131313263e+01,1.045868887522491963e-01
2.439598484848485072e+01,1.036496059044181156e-01
2.463065656565656880e+01,1.027278249938268773e-01
2.486532828282828689e+01,1.018211543156164189e-01
2.510000000000000142e+01,1.009292155826978649e-01
